"x"
69171.9868511817
9649.42620216445
79891.1500983671
2227.16284473639
6922.40299682776
21758.0342018274
22724.2992041955
25659.7167193897
5260.31187916663
14732.4370562107
4665.11056675666
20422.660470612
13182.1297101756
2105.34461825285
78161.7106082841
20480.6031697216
59144.3131064136
27307.334004089
36380.260124419
6921.7706621211
24194.8591704481
47367.5098424215
22995.6551865448
13138.7996856306
10642.8645835562
1281.32202177024
14609.5175708373
1946.86364488656
10536.6899777362
6277.56028607229
28102.4202904145
90913.2036689
28242.3210919484
12158.0592724223
1239.32872462265
5975.37685460886
2443.40390129979
8379.23744099096
26804.7170931043
38935.4123748881
106169.533981527
1113.81646253657
21016.4866006322
2349.09787866371
50931.813750322
51861.05999296
37166.569581478
53120.1618302043
16878.7541473858
37803.8923411511
16179.4203590259
3996.91484114856
47374.0754878825
51867.0556383062
34129.7721805828
4235.71384699398
11750.2626423099
2893.9445549885
64841.5416264421
2512.70561879733
8065.32859148109
45674.0534946365
32120.5514738779
6403.60032971041
3728.25966153419
34619.438046216
16578.589182386
11209.2526754415
9428.43313573389
985.17791557299
3874.57346491197
42066.1910676995
2899.57294927248
26177.1164158321
118778.167528735
33999.4718481567
5880.31752866114
26450.800025707
12973.9479148804
110049.353952664
16734.4454137351
4656.61083715907
1709.41455547429
1812.31921198487
10763.3964867566
1007.15575294626
2374.8222229794
19149.3779566053
22259.8949421693
8133.97556056498
6976.7584410944
48434.3545564913
6726.23703990428
24110.4484829404
16721.1467302103
2623.33589247561
15625.5618289206
51301.9852752678
26167.9385592317
13825.942747106
57368.3175840988
13261.0742243519
2388.4756850968
45189.7121153922
16121.7346329932
17120.2906209545
3558.5021754706
5721.18136881609
9724.54316838268
12307.4904911856
53321.1197746573
57068.9739930927
2419.59604983491
10448.095316397
990.697178703836
2718.53959898884
9853.54106070238
9597.32870972054
5994.70418468937
11349.883231027
26363.7777052195
1613.04039256443
968.660732842478
28814.0024454175
53635.2664120813
53105.9819500717
11774.7536370068
84752.8549081153
2278.93798256773
10455.177985664
6789.02431289892
11259.2413094227
2203.010273226
25949.5509144922
14500.0457693187
3545.47554366748
10237.0118241962
94943.4374710032
19452.1816383066
7832.25809604689
15547.11755807
1035.9477933081
14209.3735374176
93398.1381577649
4726.50633622999
19738.1413388107
1176.58424577095
9129.60333592871
1867.34777161294
30516.8159785238
14560.8136766078
28418.0387528553
18031.8775192329
50486.1325050962
56965.3191880851
4752.69435525089
99880.0412732948
4717.59198165909
5694.98227216936
75773.7090986005
5747.21021095869
20459.0605984524
70397.1889575217
18332.8423754551
13604.0460262431
12635.9588726916
16955.1339659376
5269.32104896705
27970.4380912652
60117.1591803637
